num,code,barcode,desc,cat,subcat,source_file
6928,,4224152003700,"SPLINTING ACCESSORY, WEBBING STRAP, NON-ELASTIC, WIDTH 50 MM APPROXIMATELY, ROLL",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6929,,4618170000500,"PRESSURE GARMENT, READY MADE, HELMET, SIZES: 2: 20.4 - 21.2 IN (51-53 CM) (CIRCUMFERENCE OF THE HEAD) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.64-0.68MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6930,,4618170000400,"PRESSURE GARMENT, READY MADE, HELMET, SIZES: 1: 18.8 - 20 IN (47-50 CM) (CIRCUMFERENCE OF THE HEAD) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.64-0.68MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6931,,4618170000300,"PRESSURE GARMENT, READY MADE, HELMET, SIZES: 5: 24 - 24.8 IN (60-62 CM) (CIRCUMFERENCE OF THE HEAD) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.64-0.68MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6932,,4214280000900,ATTACH GAUNTLET BODY SUIT AND VEST,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6933,,4214280000800,ADULT WAIST STRAP FOR THIGH-HIGH MODELS. 4 CM WIDE ELASTANE BAND ATTACH WITH VELCRO AROUND WAIST.,REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6934,,4214280000600,"ADDITIONAL ZIPPER - CAN BE ADDED TO SOME MODELS OF PRESSURE GARMENTS FOR SEALING. CAN ADDED TO PRESSURE GARMENTS, SUCH AS: GLOVES, SOCKS.",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6935,,4214280269800,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, SHRUG WITH SHORT SLEEVE, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6936,,4224151017300,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 3.0MM, WIDTH 6CM, BLACK",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6937,,4224151017100,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 3.0MM, WIDTH 6CM, BLUE",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6938,,4214280271800,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST LONG SLEEVES WOMEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6939,,4214280271700,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST LONG SLEEVES MEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, H YPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6940,,4214280271600,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST LONG SLEEVES CHILD, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6941,,4214280271500,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST LONG AND SHORT SLEEVES WOMEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6942,,4214280271400,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST LONG AND SHORT SLEEVES CHILD, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6943,,4214280271300,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST LONG AND SHORT MEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6944,,4214280271200,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, TORSO BAND, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6945,,4214280271100,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, THIGH LENGTH WITH WAIST ATTACHMENT, CHAP STYLE, TWO LEGS, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6946,,4214280271000,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, THIGH LENGTH WITH WAIST ATTACHMENT, CHAP STYLE, ONE LEG, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6947,,4214280270900,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, THIGH LENGTH STOCKING, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6948,,4214280270800,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, THIGH BAND, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6949,,4214280270700,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, SUIT WITH SHORT SLEEVES, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6950,,4214280270600,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, SUIT WITH LONG SLEEVES, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6951,,4214280270200,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, SLEEVELESS VEST, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6952,,4214280270100,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, SLEEVELESS BRIEF, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6953,,4214280271900,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST SHORT SLEEVES CHILD, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6954,,4224151017200,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 1.8MM, WIDTH 6CM, BLACK",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6955,,4214280272000,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST SHORT SLEEVES MEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6956,,4214280272200,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST SLEEVELESS CHILD, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, H YPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6957,,4224151017000,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 1.8MM, WIDTH 6CM, BLUE",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6958,,4224151016900,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 1.8MM, WIDTH 3CM, BLACK",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6959,,4224151016800,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 1.8MM, WIDTH 3CM, BLUE",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6960,,4214280274800,"COMPRESSION BRA, FOR TRUNK CHEST AND THE UNDERARM FOR LYMPHEDEMA, CLASS II, WITH HOOK FASTENERS BETWEEN THE BREASTS, WITH TWO CUPS, BLACK/WHITE OR NUDE COLOR, ASSORTED SIZES (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6961,,4214280274700,"COMPRESSION BRA FOR LYMPHEDEMA, FOR TRUNK CHEST AND THE UNDERARM, CLASS II, WITH HOOK FASTENERS BETWEEN THE BREASTS. WITH POCKETS FOR PROSTHESIS BOTH SIDE, BLACK/WHITE OR NUDE COLOR, ASSORTED SIZES. (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6962,,4214280274600,"STOCKING, READY MADE, MEDICAL GRADUATED COMPRESSION, SEAMLESS, THIGH WITH WAIST ATTACHMENT, WITH CLOSE TOE, POLYAMIDE, ELASTANE, LATEX FREE, SKIN COLOR, CLASS 2 (20 - 32 MMHG), ASSORTED SIZES (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6963,,4214280274500,"STOCKING, READY MADE, MEDICAL GRADUATED COMPRESSION, SEAMLESS, THIGH WITH WAIST ATTACHMENT, WIDE/PLUS, WITH CLOSE TOE, POLYAMIDE, ELASTANE, LATEX FREE, SKIN COLOR, CLASS 2 (20 - 32 MMHG), ASSORTED SIZES (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6964,,4214280274200,"STOCKING, READY MADE, MEDICAL GRADUATED COMPRESSION, SEAMLESS, BELOW KNEE, WIDE/PLUS, WITH OPEN TOE, POLYAMIDE, ELASTANE, LATEX FREE, SKIN COLOR, CLASS 1 (18 - 21 MMHG), ASSORTED SIZES (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6965,,4214280274100,"STOCKING, READY MADE, MEDICAL GRADUATED COMPRESSION, SEAMLESS, BELOW KNEE, WIDE/PLUS, WITH CLOSE TOE, POLYAMIDE, ELASTANE, LATEX FREE, SKIN COLOR, CLASS 3 (34 - 46 MMHG), ASSORTED SIZES (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6966,,4214280274000,"STOCKING, READY MADE, MEDICAL GRADUATED COMPRESSION, SEAMLESS, BELOW KNEE, WIDE/PLUS, WITH CLOSE TOE, POLYAMIDE, ELASTANE, LATEX FREE, SKIN COLOR, CLASS 2 (20 - 32 MMHG), ASSORTED SIZES (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6967,,4214280273400,"FOOT GLOVE, READY MADE, MEDICAL GRADUATED COMPRESSION, SEAMLESS, POLYAMIDE, ELASTANE, LATEX FREE, SKIN COLOR, CLASS 2 (20 - 30 MMHG), ASSORTED SIZES (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6968,,4214280272600,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST WITH SHORT SLEEVES, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6969,,4214280272500,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST WITH LONG SLEEVES, COMPOSITION-HIGH QUALITY SOFT, MULTI-DIRECTIONAL STRETCH, ANATOMICAL FIT, ANTI-BACTERIAL, BREATHABLE, ODOR NEUTRALITY, HYPOALLERGENIC AND LATEX-FREE, MEDICAL GRADE COMPOSITION, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6970,,4214280272400,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST SLEEVELESS WOMEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, H YPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6971,,4214280272300,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST SLEEVELESS MEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6972,,4214280272100,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, VEST SHORT SLEEVES WOMEN, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6973,,4618170000600,"PRESSURE GARMENT, READY MADE, HELMET, SIZES: 4: 22.8 - 23.6 IN (57-59 CM) (CIRCUMFERENCE OF THE HEAD) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.64-0.68MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6974,,4213171701500,"PRESSURE GARMENT, READY MADE, ADULT SLEEVE, SIZES: 11: 15.2-16 IN (38-40 CM) (CIRCUMFERENCE OF WIDEST POINT OF UPPER ARM) . EASY FITTING SOFT AND SMOOTH, HI-TECH YARN WITH PERMANENT ODOR NEUTRALITY, BREATHABLE, HIGH UV PROTECTION, PRESSURE LEVEL 10-18 MMHG, HYPOALLERGENIC AND LATEX-FREE ANTI-BACTERIAL, WASHABLE, FABRIC COMPOSITION 80%-90% POLYAMIDE 10%-20% ELASTANE, THICKNESS 0.48MM-0.52MM (SCAR MANAGEMENT)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6975,,4214280266900,"PRESSURE GARMENT, CUSTOM MADE, FOR SCAR MANAGEMENT, CHILD CLOSE TOES FOOT GLOVE, ULTRAVIOLET PROTECTION (NOT LESS THAN 98%), BREATHABLE, HYPOALLERGENIC AND LATEX-FREE, COMPOSITION-HIGH QUALITY SOFT, ANTI-BACTERIAL, MEDICAL GRADE COMPOSITION, AVAILABLE IN TWO WASHABLE FABRICS: STRONG AND MEDIUM, PRESSURE BASED ON PATIENT NEEDS",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6976,,4224150715300,"SPLINT, WRIST WRAP, PADDED, NON-ELASTIC COUNTERFORCE STRAP AND SOFT SILICONE RING THAT FITS AROUND THE ULNAR HEAD, WITH SOFT COMFORTABLE BREATHABLE FABRIC, (BULLSEYE WRIST BAND OR EQUIVALENT), HOLDS THE WRIST STABLE TO LIMIT ROTATION AND DOES NOT INTERFERE WITH WRIST EXTENSION OR FLEXION RANGE OF MOTION, FIT RIGHT AND LEFT, SMALL/MEDIUM, WRIST CIRCUMFERENCE 14-18CM,",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6977,,4224150715400,"SPLINT, WRIST WRAP, PADDED, NON-ELASTIC COUNTERFORCE STRAP AND SOFT SILICONE RING THAT FITS AROUND THE ULNAR HEAD, WITH SOFT COMFORTABLE BREATHABLE FABRIC, (BULLSEYE WRIST BAND OR EQUIVALENT), HOLDS THE WRIST STABLE TO LIMIT ROTATION AND DOES NOT INTERFERE WITH WRIST EXTENSION OR FLEXION RANGE OF MOTION, FIT RIGHT AND LEFT, X-SMALL, WRIST CIRCUMFERENCE 10-14CM",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6978,,4214280261400,"GARMENT, ADJUSTABLE COMPRESSION, THIGH, FOR LYMPHEDEMA, VELCRO, ADJUSTABLE BUILT-IN-TENSION SYSTEM, WITH COMPRESSION LEVELS INDICATORS, BREATHABLE, LATEX FREE, ODOR-INHIBITING MATERIAL WITH ANTI-BACTERIAL EFFECT, LONG, ASSORTED SIZE (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6979,,4224150902900,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 3.0MM, WIDTH 15CM, BLUE",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6980,,4224150903000,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 3.0MM, WIDTH 15CM, BLACK",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6981,,4224150903100,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 3.0MM, WIDTH 15CM, ORANGE",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6982,,4224150903200,"SPLINTING MATERIAL, THERMOPLASTIC MATERIAL IN ROLL, COMFORTABLE AND BREATHABLE, HIGH STRETCHING, LOW MEMORY, STICK, LENGTH 3M, THICKNESS 3.0MM, WIDTH 30CM, BLUE",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6983,,4224150715200,"SPLINT, WRIST WRAP, PADDED, NON-ELASTIC COUNTERFORCE STRAP AND SOFT SILICONE RING THAT FITS AROUND THE ULNAR HEAD, WITH SOFT COMFORTABLE BREATHABLE FABRIC, (BULLSEYE WRIST BAND OR EQUIVALENT), HOLDS THE WRIST STABLE TO LIMIT ROTATION AND DOES NOT INTERFERE WITH WRIST EXTENSION OR FLEXION RANGE OF MOTION, FIT RIGHT AND LEFT, LARGE/X-LARGE, WRIST CIRCUMFERENCE 18-22CM.",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6984,,4618220403500,"SPLINT, WRIST SUPPORT, ELASTIC COMFORTABLE FABRIC, FOUR WAY STRETCH, NO STAY, ALLOWING WRIST MOVEMENT, UNIVERSAL (FIT RIGHT AND LEFT), SMALL",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
6985,,4214280261600,"GARMENT, ADJUSTABLE COMPRESSION, THIGH, FOR LYMPHEDEMA, VELCRO, ADJUSTABLE BUILT-IN-TENSION SYSTEM, WITH COMPRESSION LEVELS INDICATORS, BREATHABLE, LATEX FREE, ODOR-INHIBITING MATERIAL WITH ANTI-BACTERIAL EFFECT, SHORT, ASSORTED SIZE (LYMPHEDEMA)",REHABILITATION AND PHYSIOTHERAPY SUPPLIES SUPPLEMENTARY,,file2
